Date,Open,High,Low,Close,Adj Close,Volume
2020-02-24,19675.222656,19805.781250,18722.220703,19108.630859,19108.630859,1613963007707
2020-02-25,19113.455078,19124.125000,17738.792969,17813.128906,17813.128906,1572654091553
2020-02-26,17807.566406,17944.820313,15846.954102,16175.250977,16175.250977,1880393419752
2020-02-27,16175.736328,16995.080078,15242.409180,16256.858398,16256.858398,1838630110890
2020-02-28,16273.649414,16799.818359,15621.439453,16366.439453,16366.439453,1628522818103
2020-02-29,16371.704102,16763.123047,15867.566406,15867.566406,15867.566406,1312235065963
2020-03-01,15860.649414,16360.475586,15454.864258,15804.203125,15804.203125,1312127604082
2020-03-02,15785.511719,16938.789063,15682.493164,16698.785156,16698.785156,1470611890035
2020-03-03,16695.466797,16996.490234,16175.952148,16482.529297,16482.529297,1457729563264
2020-03-04,16488.822266,16695.980469,16319.645508,16500.949219,16500.949219,1217597192416
2020-03-05,16510.054688,17186.535156,16510.054688,16932.740234,16932.740234,1344267325578
2020-03-06,16925.371094,18022.337891,16889.283203,18020.142578,18020.142578,1433675022644
2020-03-07,18036.783203,18499.732422,17580.054688,17602.390625,17602.390625,1438045237781
2020-03-08,17597.031250,17597.031250,14845.366211,14851.735352,14851.735352,1582334405058
2020-03-09,14898.316406,15373.185547,14284.692383,15034.548828,15034.548828,1760012010153
2020-03-10,15099.874023,15183.562500,14635.976563,14902.451172,14902.451172,1361698296934
2020-03-11,14902.508789,14971.939453,13644.643555,14454.392578,14454.392578,1259848518333
2020-03-12,14444.778320,14475.118164,8278.147461,8362.738281,8362.738281,1647634910656
2020-03-13,8388.259766,10246.003906,7185.461914,9851.472656,9851.472656,2060839656944
2020-03-14,9879.625977,9946.330078,9053.652344,9119.589844,9119.589844,942295684197
2020-03-15,9115.156250,9776.083008,9012.173828,9256.544922,9256.544922,940278576179
2020-03-16,9240.415039,9240.415039,7794.255859,8218.680664,8218.680664,1187774320437
2020-03-17,8203.886719,8802.158203,8203.886719,8434.600586,8434.600586,894775280864
2020-03-18,8428.300781,8594.475586,8296.087891,8611.161133,8611.161133,871135738206
2020-03-19,8610.977539,10561.951172,8602.957031,10266.421875,10266.421875,1232383255521
2020-03-20,10270.586914,11331.383789,9273.891602,10037.929688,10037.929688,1433833842270
2020-03-21,10065.501953,10282.587891,9616.454102,10044.095703,10044.095703,1034825958349
2020-03-22,10046.548828,10296.141602,9284.174805,9315.281250,9315.281250,944036461070
2020-03-23,9318.667969,10330.317383,9276.886719,10330.317383,10330.317383,1083470305899
2020-03-24,10351.950195,10809.280273,10138.872070,10540.458008,10540.458008,1109719465507
2020-03-25,10552.120117,10745.273438,10185.767578,10329.914063,10329.914063,1018846365600
2020-03-26,10329.518555,10372.740234,10334.294922,10339.219727,10339.219727,849431095364
2020-03-27,10339.845703,10427.996094,10028.737305,10028.737305,10028.737305,853308357655
2020-03-28,10035.834961,10035.834961,9506.420898,9807.745117,9807.745117,910672158938
2020-03-29,9809.904297,9821.790039,9468.029297,9468.561523,9468.561523,749299491388
2020-03-30,9468.121094,10098.263672,9455.925781,10022.332031,10022.332031,892939155902
2020-03-31,10016.026367,10115.568359,9942.426758,10064.270508,10064.270508,833600264898
2020-04-01,10065.683594,10387.708008,9936.092773,10387.708008,10387.708008,953998443793
2020-04-02,10395.184570,11192.146484,10395.184570,10818.644531,10818.644531,1167173020350
2020-04-03,10824.836914,11201.115234,10673.551758,10858.618164,10858.618164,1007567391975
2020-04-04,10868.083984,11109.733398,10708.110352,11097.665039,11097.665039,912963623977
2020-04-05,11100.846680,11167.141602,10859.440430,10943.996094,10943.996094,860062940085
2020-04-06,10948.689453,12860.473633,10943.840820,12850.083008,12850.083008,1643822128524
2020-04-07,12850.961914,13228.787109,12436.102539,12489.136719,12489.136719,1638421235078
2020-04-08,12499.604492,13134.100586,12443.087891,13115.419922,13115.419922,1296267467112
2020-04-09,13124.500977,13134.872070,12817.416992,12966.141602,12966.141602,1131202661006
2020-04-10,12967.820313,12980.387695,11782.221680,12067.305664,12067.305664,1369725427519
2020-04-11,12076.945313,12277.181641,11830.083984,12052.342773,12052.342773,1032579271268
2020-04-12,12053.589844,12532.325195,11907.949219,12275.264648,12275.264648,1152072086538
2020-04-13,12243.136719,12245.348633,11571.596680,11917.682617,11917.682617,1255621833844
2020-04-14,11923.509766,12228.545898,11891.635742,11971.967773,11971.967773,1118459316559
2020-04-15,11969.631836,12252.375977,11688.897461,11726.539063,11726.539063,1084147663896
2020-04-16,11719.923828,13310.322266,11513.771484,13231.913086,13231.913086,1760884919167
2020-04-17,null,null,null,null,null,null
2020-04-18,13128.783203,14377.633789,13128.783203,14299.108398,14299.108398,1542284903713
2020-04-19,14295.128906,14389.755859,13779.422852,13906.257813,13906.257813,1466012178014
2020-04-20,13895.941406,14239.814453,13055.976563,13196.739258,13196.739258,1628876796836
2020-04-21,13175.334961,13437.501953,13125.320313,13295.603516,13295.603516,1266829725859
2020-04-22,13290.422852,14038.852539,13224.634766,13952.433594,13952.433594,1374972459215
2020-04-23,13954.007813,14358.461914,13727.799805,14061.142578,14061.142578,1616837098305
2020-04-24,14075.842773,14541.584961,14075.842773,14442.184570,14442.184570,1281268942631
2020-04-25,14439.930664,15018.800781,14382.854492,14918.208008,14918.208008,1393348513723
2020-04-26,14910.447266,15206.333008,14857.201172,15051.676758,15051.676758,1398649298698
2020-04-27,15063.744141,15221.987305,14734.048828,15025.919922,15025.919922,1422422381558
2020-04-28,15029.637695,15119.983398,14857.268555,15093.795898,15093.795898,1385836762779
2020-04-29,15097.584961,16474.757813,15069.249023,16330.894531,16330.894531,1986906538542
2020-04-30,16326.447266,17069.277344,15539.889648,15655.415039,15655.415039,2118225399201
2020-05-01,15678.013672,16472.265625,15668.900391,16250.447266,16250.447266,1579105282111
2020-05-02,16251.280273,16367.934570,16142.802734,16328.338867,16328.338867,1384740494946
2020-05-03,16330.363281,16535.107422,15777.352539,15932.466797,15932.466797,1546092671607
2020-05-04,15929.271484,16014.437500,15073.635742,15746.281250,15746.281250,1709648956933
2020-05-05,15734.102539,15996.168945,15455.257813,15703.027344,15703.027344,1443269303321
2020-05-06,15680.772461,16090.645508,15553.026367,15554.162109,15554.162109,1550687643259
2020-05-07,15543.267578,16222.445313,15381.936523,16072.876953,16072.876953,1786407666824
2020-05-08,16065.973633,16396.449219,15754.711914,16075.752930,16075.752930,1543117338058
2020-05-09,16087.118164,16220.320313,15785.736328,15976.655273,15976.655273,1430842142156
2020-05-10,15973.037109,15973.037109,13801.087891,14245.613281,14245.613281,1904322170494
2020-05-11,14248.077148,14518.908203,13727.436523,14117.774414,14117.774414,1522898318013
2020-05-12,14115.079102,14401.714844,14101.749023,14268.293945,14268.293945,1198346470281
2020-05-13,14272.936523,15102.005859,14264.672852,15026.384766,15026.384766,1286538932389
2020-05-14,15003.619141,15385.160156,14864.086914,15321.639648,15321.639648,1521263612398
2020-05-15,15322.115234,15368.242188,14701.599609,14843.260742,14843.260742,1259735910925
2020-05-16,14842.557617,15385.669922,14758.197266,15226.777344,15226.777344,1166918577955
2020-05-17,15221.598633,15860.673828,15183.200195,15708.845703,15708.845703,1173120366697
2020-05-18,15710.445313,16394.466797,15705.080078,16220.239258,16220.239258,1316488523154
2020-05-19,16226.279297,16226.279297,15922.011719,16160.383789,16160.383789,1086150255276
2020-05-20,16160.014648,16257.282227,15723.489258,15870.707031,15870.707031,961637458068
2020-05-21,15873.156250,15986.166016,14618.245117,15118.594727,15118.594727,1006601412936
2020-05-22,15115.079102,15851.933594,14978.820313,15743.842773,15743.842773,915101924583
2020-05-23,15745.764648,15988.338867,15601.353516,15859.750977,15859.750977,810523909512
2020-05-24,15861.396484,16004.193359,15379.134766,15379.134766,15379.134766,899271624639
2020-05-25,15349.671875,15657.055664,15249.730469,15580.401367,15580.401367,790331042254
2020-05-26,15575.834961,15613.242188,15130.866211,15241.605469,15241.605469,766958870009
2020-05-27,15240.903320,15851.835938,15232.753906,15851.835938,15851.835938,806849824565
2020-05-28,15853.505859,16674.927734,15615.662109,16641.917969,16641.917969,924483765835
2020-05-29,16648.324219,16973.216797,16491.484375,16666.091797,16666.091797,926353717030
2020-05-30,16669.269531,18423.367188,16520.281250,18302.714844,18302.714844,1134917174552
2020-05-31,18303.152344,18431.078125,17374.326172,17444.023438,17444.023438,924019150964
2020-06-01,17435.304688,18741.242188,17407.195313,18651.236328,18651.236328,1053545202702
2020-06-02,18638.884766,18956.626953,17522.683594,17807.097656,17807.097656,1034568375708
2020-06-03,17820.320313,18393.527344,17722.822266,18393.527344,18393.527344,742866225745
2020-06-04,18387.951172,18561.501953,17889.630859,18443.925781,18443.925781,767439122516
